ad_creative_body,ad_delivery_start_time,funding_entity,spend/lower_bound,spend/upper_bound,impressions/lower_bound,impressions/upper_bound,region_distribution/0/percentage,region_distribution/0/region,region_distribution/1/percentage,region_distribution/1/region,region_distribution/2/percentage,region_distribution/2/region,region_distribution/3/percentage,region_distribution/3/region,region_distribution/4/percentage,region_distribution/4/region,region_distribution/5/percentage,region_distribution/5/region,region_distribution/6/percentage,region_distribution/6/region,region_distribution/7/percentage,region_distribution/7/region,region_distribution/8/percentage,region_distribution/8/region,region_distribution/9/percentage,region_distribution/9/region,region_distribution/10/percentage,region_distribution/10/region,region_distribution/11/percentage,region_distribution/11/region,region_distribution/12/percentage,region_distribution/12/region,region_distribution/13/percentage,region_distribution/13/region,region_distribution/14/percentage,region_distribution/14/region,region_distribution/15/percentage,region_distribution/15/region,region_distribution/16/percentage,region_distribution/16/region,region_distribution/17/percentage,region_distribution/17/region,region_distribution/18/percentage,region_distribution/18/region,region_distribution/19/percentage,region_distribution/19/region,region_distribution/20/percentage,region_distribution/20/region,region_distribution/21/percentage,region_distribution/21/region,region_distribution/22/percentage,region_distribution/22/region,region_distribution/23/percentage,region_distribution/23/region,region_distribution/24/percentage,region_distribution/24/region,region_distribution/25/percentage,region_distribution/25/region,region_distribution/26/percentage,region_distribution/26/region,region_distribution/27/percentage,region_distribution/27/region,region_distribution/28/percentage,region_distribution/28/region,region_distribution/29/percentage,region_distribution/29/region,region_distribution/30/percentage,region_distribution/30/region,region_distribution/31/percentage,region_distribution/31/region,region_distribution/32/percentage,region_distribution/32/region,region_distribution/33/percentage,region_distribution/33/region,region_distribution/34/percentage,region_distribution/34/region,region_distribution/35/percentage,region_distribution/35/region,region_distribution/36/percentage,region_distribution/36/region,region_distribution/37/percentage,region_distribution/37/region,region_distribution/38/percentage,region_distribution/38/region,region_distribution/39/percentage,region_distribution/39/region,region_distribution/40/percentage,region_distribution/40/region,region_distribution/41/percentage,region_distribution/41/region,region_distribution/42/percentage,region_distribution/42/region,region_distribution/43/percentage,region_distribution/43/region,region_distribution/44/percentage,region_distribution/44/region,region_distribution/45/percentage,region_distribution/45/region,region_distribution/46/percentage,region_distribution/46/region,region_distribution/47/percentage,region_distribution/47/region,region_distribution/48/percentage,region_distribution/48/region,region_distribution/49/percentage,region_distribution/49/region,region_distribution/50/percentage,region_distribution/50/region,region_distribution/51/percentage,region_distribution/51/region
"Customers are loving this rechargeable power bank! 👇👇👇

“I have one and I can say they are fantastic to use and they do come in handy. I might buy another one as backup hopefully its still available.” –J

“Hey guys, absolutely blown away by the time from order to time of delivery of my solar Power Cell!! And it came fully charged!! My phone is plugged in as I type, charging! Thanks a bunch for a great product!! I will be telling friends about your company!” –C

“I have to say this is great! I have one and the charge lasts and has saved me couple of times when my cell phone went dead! Everyone should have one!” –E

➡️Fits in a pocket
➡️Fits in a purse 
➡️Can clip to a belt
➡️Is the size of a cell phone 
➡️Charges with the power of the sun
➡️Or can plug into a wall outlet
➡️Charges two devices at once

>>> Grab yours today >> ⭐ https://4pats.live/minisolarcell",2019-08-15T14:39:07+0000,4Patriots LLC,0,99,1000,4999,0.017917,Alabama,0.038263,Pennsylvania,0.006985,New Hampshire,0.011843,New Jersey,0.007288,New Mexico,0.03553,New York,0.028242,North Carolina,0.003948,North Dakota,0.040389,Ohio,0.021865,Oklahoma,0.018828,Oregon,0.002429,Rhode Island,0.010932,Nebraska,0.013969,South Carolina,0.00334,South Dakota,0.021561,Tennessee,0.09505,Texas,0.003644,Utah,0.003037,Vermont,0.019739,Virginia,0.030975,Washington,0.006073,West Virginia,0.023079,Wisconsin,0.01154,Nevada,0.00577,Montana,0.026116,Arizona,0.040692,Illinois,0.017006,Arkansas,0.096872,California,0.020954,Colorado,0.005162,Connecticut,0.003037,Delaware,0.000607,"Washington, District of Columbia",0.049499,Florida,0.02399,Georgia,0.010021,Idaho,0.032493,Indiana,0.026723,Missouri,0.01488,Iowa,0.01488,Kansas,0.012147,Kentucky,0.017613,Louisiana,0.006073,Maine,0.012451,Maryland,0.014273,Massachusetts,0.037656,Michigan,0.019131,Minnesota,0.012451,Mississippi,0.003037,Wyoming,,,,,,
"Customers are loving this rechargeable power bank! 👇👇👇

“I have one and I can say they are fantastic to use and they do come in handy. I might buy another one as backup hopefully its still available.” –J

“Hey guys, absolutely blown away by the time from order to time of delivery of my solar Power Cell!! And it came fully charged!! My phone is plugged in as I type, charging! Thanks a bunch for a great product!! I will be telling friends about your company!” –C

“I have to say this is great! I have one and the charge lasts and has saved me couple of times when my cell phone went dead! Everyone should have one!” –E

➡️Fits in a pocket
➡️Fits in a purse 
➡️Can clip to a belt
➡️Is the size of a cell phone 
➡️Charges with the power of the sun
➡️Or can plug into a wall outlet
➡️Charges two devices at once

>>> Grab yours today >> ⭐ https://4pats.live/minisolarcell",2019-08-15T14:39:07+0000,4Patriots LLC,0,99,1000,4999,0.018512,Alabama,0.035678,Pennsylvania,0.005385,New Hampshire,0.025244,New Jersey,0.006732,New Mexico,0.055873,New York,0.026254,North Carolina,0.004039,North Dakota,0.036015,Ohio,0.013463,Oklahoma,0.018512,Oregon,0.004376,Rhode Island,0.010098,Nebraska,0.018849,South Carolina,0.006395,South Dakota,0.022215,Tennessee,0.08583,Texas,0.008751,Utah,0.001683,Vermont,0.019859,Virginia,0.029956,Washington,0.005722,West Virginia,0.01582,Wisconsin,0.014137,Nevada,0.006732,Montana,0.029283,Arizona,0.029956,Illinois,0.010434,Arkansas,0.12622,California,0.021542,Colorado,0.011444,Connecticut,0.003702,Delaware,0.001346,"Washington, District of Columbia",0.059912,Florida,0.024907,Georgia,0.009088,Idaho,0.018849,Indiana,0.019522,Missouri,0.011444,Iowa,0.011781,Kansas,0.014473,Kentucky,0.015483,Louisiana,0.004712,Maine,0.016829,Maryland,0.01481,Massachusetts,0.022215,Michigan,0.0138,Minnesota,0.009088,Mississippi,0.003029,Wyoming,,,,,,
"Customers are loving this rechargeable power bank! 👇👇👇

“I have one and I can say they are fantastic to use and they do come in handy. I might buy another one as backup hopefully its still available.” –J

“Hey guys, absolutely blown away by the time from order to time of delivery of my solar Power Cell!! And it came fully charged!! My phone is plugged in as I type, charging! Thanks a bunch for a great product!! I will be telling friends about your company!” –C

“I have to say this is great! I have one and the charge lasts and has saved me couple of times when my cell phone went dead! Everyone should have one!” –E

➡️Fits in a pocket
➡️Fits in a purse 
➡️Can clip to a belt
➡️Is the size of a cell phone 
➡️Charges with the power of the sun
➡️Or can plug into a wall outlet
➡️Charges two devices at once

>>> Grab yours today >> ⭐ https://4pats.live/minisolarcell",2019-08-15T14:39:07+0000,4Patriots LLC,0,99,1000,4999,0.002698,Rhode Island,0.027785,Oklahoma,0.020232,Nebraska,0.009442,Nevada,0.006204,New Hampshire,0.01133,New Jersey,0.010521,New Mexico,0.037766,New York,0.026706,North Carolina,0.010251,North Dakota,0.039385,Ohio,0.015646,Oregon,0.03399,Missouri,0.032911,Pennsylvania,0.013218,South Carolina,0.009711,South Dakota,0.029674,Tennessee,0.081198,Texas,0.006474,Utah,0.020232,Virginia,0.020772,Washington,0.014837,West Virginia,0.03372,Wisconsin,0.005395,Montana,0.02293,Mississippi,0.003237,Vermont,0.020502,Georgia,0.019153,Alabama,0.018074,Arizona,0.012948,Arkansas,0.05638,California,0.015646,Colorado,0.004586,Connecticut,0.001619,Delaware,0.000809,"Washington, District of Columbia",0.040194,Florida,0.01079,Idaho,0.027516,Minnesota,0.034799,Illinois,0.025627,Indiana,0.036148,Iowa,0.023469,Kansas,0.023469,Kentucky,0.021041,Louisiana,0.011869,Maine,0.008093,Maryland,0.0116,Massachusetts,0.024278,Michigan,0.005125,Wyoming,,,,,,
"""I have one and I can say they are fantastic to use and they do come in handy. I might buy another one as backup hopefully its still available.” 😊👍🏻

""I bought two of them, charged them from the wall the first time and both work VERY well. Looking forward to testing their ruggedness during hunting seasons here in Idaho.”

""I have to say this is great! I have one and the charge lasts and has saved me couple of times when my cell phone went dead! Everyone should have one!”

Two usb ports to charge multiple devices at once! Has an LED flashlight with two settings - constant and SOS (flashing)

Drop proof. Weatherproof. Water resistant. Clips onto your clothes and is built tough! 

>>>Get Yours Here: >> ⭐ https://4pats.live/minisolarcell",2019-08-15T14:39:07+0000,4Patriots LLC,100,499,5000,9999,0.01942,Alabama,0.034592,Pennsylvania,0.003641,New Hampshire,0.009831,New Jersey,0.010195,New Mexico,0.025003,New York,0.02646,North Carolina,0.006433,North Dakota,0.033863,Ohio,0.028887,Oklahoma,0.027309,Oregon,0.001578,Rhode Island,0.013837,Nebraska,0.015172,South Carolina,0.006797,South Dakota,0.021119,Tennessee,0.101226,Texas,0.008982,Utah,0.001821,Vermont,0.021726,Virginia,0.033863,Washington,0.009346,West Virginia,0.020634,Wisconsin,0.009103,Nevada,0.008496,Montana,0.032892,Arizona,0.038354,Illinois,0.014444,Arkansas,0.076951,California,0.023668,Colorado,0.005219,Connecticut,0.002549,Delaware,0.000243,"Washington, District of Columbia",0.051705,Florida,0.023668,Georgia,0.01675,Idaho,0.025974,Indiana,0.029494,Missouri,0.016021,Iowa,0.017235,Kansas,0.012987,Kentucky,0.017842,Louisiana,0.003398,Maine,0.010438,Maryland,0.009224,Massachusetts,0.030343,Michigan,0.022454,Minnesota,0.011895,Mississippi,0.006918,Wyoming,,,,,,
"""I have one and I can say they are fantastic to use and they do come in handy. I might buy another one as backup hopefully its still available.” 😊👍🏻

""I bought two of them, charged them from the wall the first time and both work VERY well. Looking forward to testing their ruggedness during hunting seasons here in Idaho.”

""I have to say this is great! I have one and the charge lasts and has saved me couple of times when my cell phone went dead! Everyone should have one!”

Two usb ports to charge multiple devices at once! Has an LED flashlight with two settings - constant and SOS (flashing)

Drop proof. Weatherproof. Water resistant. Clips onto your clothes and is built tough! 

>>>Get Yours Here: >> ⭐ https://4pats.live/minisolarcell",2019-08-15T14:39:07+0000,4Patriots LLC,0,99,0,999,0.038462,Arkansas,0.019231,Nebraska,0.019231,West Virginia,0.038462,Washington,0.038462,Vermont,0.019231,Utah,0.057692,Texas,0.038462,Tennessee,0.038462,Pennsylvania,0.038462,Oregon,0.038462,Oklahoma,0.019231,Ohio,0.019231,North Carolina,0.076923,New York,0.019231,Nevada,0.038462,Montana,0.038462,California,0.057692,Missouri,0.019231,Mississippi,0.019231,Minnesota,0.057692,Maryland,0.019231,Maine,0.019231,Louisiana,0.019231,Kentucky,0.019231,Kansas,0.038462,Iowa,0.019231,Indiana,0.038462,Illinois,0.019231,Georgia,0.038462,Florida,0.019231,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Customers are loving this rechargeable power bank! 👇👇👇

“I have one and I can say they are fantastic to use and they do come in handy. I might buy another one as backup hopefully its still available.” –J

“Hey guys, absolutely blown away by the time from order to time of delivery of my solar Power Cell!! And it came fully charged!! My phone is plugged in as I type, charging! Thanks a bunch for a great product!! I will be telling friends about your company!” –C

“I have to say this is great! I have one and the charge lasts and has saved me couple of times when my cell phone went dead! Everyone should have one!” –E

➡️Fits in a pocket
➡️Fits in a purse 
➡️Can clip to a belt
➡️Is the size of a cell phone 
➡️Charges with the power of the sun
➡️Or can plug into a wall outlet
➡️Charges two devices at once

>>> Grab yours today >> ⭐ https://4pats.live/minisolarcell",2019-08-15T14:39:07+0000,4Patriots LLC,0,99,1000,4999,0.023826,Alabama,0.039597,Pennsylvania,0.005369,New Hampshire,0.014094,New Jersey,0.010067,New Mexico,0.036242,New York,0.031544,North Carolina,0.004027,North Dakota,0.038255,Ohio,0.024497,Oklahoma,0.020134,Oregon,0.001678,Rhode Island,0.015101,Nebraska,0.012752,South Carolina,0.002349,South Dakota,0.026174,Tennessee,0.09094,Texas,0.008054,Utah,0.003691,Vermont,0.024497,Virginia,0.030872,Washington,0.007718,West Virginia,0.021812,Wisconsin,0.013758,Nevada,0.005705,Montana,0.021141,Arizona,0.035235,Illinois,0.014094,Arkansas,0.084899,California,0.020805,Colorado,0.006376,Connecticut,0.002685,Delaware,0.000671,"Washington, District of Columbia",0.047651,Florida,0.024497,Georgia,0.010738,Idaho,0.024161,Indiana,0.025503,Missouri,0.015101,Iowa,0.016107,Kansas,0.014094,Kentucky,0.017114,Louisiana,0.007718,Maine,0.012752,Maryland,0.021812,Massachusetts,0.030872,Michigan,0.016107,Minnesota,0.012081,Mississippi,0.005034,Wyoming,,,,,,
"""I have one and I can say they are fantastic to use and they do come in handy. I might buy another one as backup hopefully its still available.” 😊👍🏻

""I bought two of them, charged them from the wall the first time and both work VERY well. Looking forward to testing their ruggedness during hunting seasons here in Idaho.”

""I have to say this is great! I have one and the charge lasts and has saved me couple of times when my cell phone went dead! Everyone should have one!”

Two usb ports to charge multiple devices at once! Has an LED flashlight with two settings - constant and SOS (flashing)

Drop proof. Weatherproof. Water resistant. Clips onto your clothes and is built tough! 

>>>Get Yours Here: >> ⭐ https://4pats.live/minisolarcell",2019-08-15T14:39:07+0000,4Patriots LLC,0,99,1000,4999,0.011243,Arizona,0.006805,Montana,0.016272,Kansas,0.02426,Kentucky,0.023373,Louisiana,0.009467,Maine,0.011243,Maryland,0.017456,Massachusetts,0.038166,Michigan,0.021893,Minnesota,0.031657,Missouri,0.01213,Nebraska,0.03787,Illinois,0.005917,New Hampshire,0.040828,New York,0.034024,North Carolina,0.044083,Ohio,0.021302,Oklahoma,0.047633,Pennsylvania,0.027219,Tennessee,0.081361,Texas,0.02574,Virginia,0.01213,West Virginia,0.031065,Indiana,0.004438,Idaho,0.010059,Connecticut,0.002959,South Dakota,0.024556,Iowa,0.014497,Mississippi,0.004142,Nevada,0.017751,New Jersey,0.006213,New Mexico,0.004142,North Dakota,0.010651,Oregon,0.002663,Rhode Island,0.020118,South Carolina,0.006509,Utah,0.02929,Georgia,0.003846,Vermont,0.017456,Washington,0.003254,Wyoming,0.000296,"Washington, District of Columbia",0.02071,Alabama,0.016272,Arkansas,0.047633,California,0.01568,Colorado,0.003254,Delaware,0.055621,Florida,0.024852,Wisconsin,,,,,,
"Customers are loving this rechargeable power bank! 👇👇👇

“I have one and I can say they are fantastic to use and they do come in handy. I might buy another one as backup hopefully its still available.” –J

“Hey guys, absolutely blown away by the time from order to time of delivery of my solar Power Cell!! And it came fully charged!! My phone is plugged in as I type, charging! Thanks a bunch for a great product!! I will be telling friends about your company!” –C

“I have to say this is great! I have one and the charge lasts and has saved me couple of times when my cell phone went dead! Everyone should have one!” –E

➡️Fits in a pocket
➡️Fits in a purse 
➡️Can clip to a belt
➡️Is the size of a cell phone 
➡️Charges with the power of the sun
➡️Or can plug into a wall outlet
➡️Charges two devices at once

>>> Grab yours today >> ⭐ https://4pats.live/minisolarcell",2019-08-15T14:39:07+0000,4Patriots LLC,100,499,10000,49999,0.000174,Unknown,0.033005,Pennsylvania,0.004927,New Hampshire,0.015565,New Jersey,0.009505,New Mexico,0.04251,New York,0.026509,North Carolina,0.004011,North Dakota,0.039632,Ohio,0.019097,Oklahoma,0.023805,Oregon,0.002136,Rhode Island,0.008197,Nebraska,0.016045,South Carolina,0.003924,South Dakota,0.024023,Tennessee,0.077912,Texas,0.008851,Utah,0.002442,Vermont,0.02023,Virginia,0.035272,Washington,0.006453,West Virginia,0.019402,Wisconsin,0.012251,Nevada,0.007238,Montana,0.022061,Alabama,0.03052,Illinois,0.025462,Arizona,0.014388,Arkansas,0.125959,California,0.017832,Colorado,0.007368,Connecticut,0.002398,Delaware,0.001221,"Washington, District of Columbia",0.050052,Florida,0.027511,Georgia,0.010682,Idaho,0.025157,Indiana,0.024372,Missouri,0.011074,Iowa,0.01369,Kansas,0.013952,Kentucky,0.018181,Louisiana,0.006104,Maine,0.011815,Maryland,0.014955,Massachusetts,0.031697,Michigan,0.014824,Minnesota,0.011074,Mississippi,0.004534,Wyoming,,,,
"Customers are loving this rechargeable power bank! 👇👇👇

“I have one and I can say they are fantastic to use and they do come in handy. I might buy another one as backup hopefully its still available.” –J

“Hey guys, absolutely blown away by the time from order to time of delivery of my solar Power Cell!! And it came fully charged!! My phone is plugged in as I type, charging! Thanks a bunch for a great product!! I will be telling friends about your company!” –C

“I have to say this is great! I have one and the charge lasts and has saved me couple of times when my cell phone went dead! Everyone should have one!” –E

➡️Fits in a pocket
➡️Fits in a purse 
➡️Can clip to a belt
➡️Is the size of a cell phone 
➡️Charges with the power of the sun
➡️Or can plug into a wall outlet
➡️Charges two devices at once

>>> Grab yours today >> ⭐ https://4pats.live/minisolarcell",2019-08-15T14:39:07+0000,4Patriots LLC,100,499,10000,49999,0.025595,Alabama,0.002805,Rhode Island,0.015236,New Jersey,0.008632,New Mexico,0.034399,New York,0.029738,North Carolina,0.004791,North Dakota,0.039579,Ohio,0.021667,Oklahoma,0.022703,Oregon,0.038241,Pennsylvania,0.018689,South Carolina,0.012215,Nevada,0.004748,South Dakota,0.024472,Tennessee,0.078165,Texas,0.007424,Utah,0.002892,Vermont,0.023825,Virginia,0.039924,Washington,0.010704,West Virginia,0.021883,Wisconsin,0.006388,Wyoming,0.005913,New Hampshire,0.008719,Nebraska,0.021537,Arizona,0.025379,Indiana,0.013078,Arkansas,0.097674,California,0.017739,Colorado,0.006863,Connecticut,0.002244,Delaware,0.000345,"Washington, District of Columbia",0.043204,Florida,0.027278,Georgia,0.011351,Idaho,0.028271,Illinois,0.015279,Iowa,0.008891,Montana,0.013207,Kansas,0.016444,Kentucky,0.020933,Louisiana,0.006388,Maine,0.012042,Maryland,0.01502,Massachusetts,0.029738,Michigan,0.017308,Minnesota,0.015667,Mississippi,0.024688,Missouri,8.6E-5,Unknown,,,,
"Customers are loving this rechargeable power bank! 👇👇👇

“I have one and I can say they are fantastic to use and they do come in handy. I might buy another one as backup hopefully its still available.” –J

“Hey guys, absolutely blown away by the time from order to time of delivery of my solar Power Cell!! And it came fully charged!! My phone is plugged in as I type, charging! Thanks a bunch for a great product!! I will be telling friends about your company!” –C

“I have to say this is great! I have one and the charge lasts and has saved me couple of times when my cell phone went dead! Everyone should have one!” –E

➡️Fits in a pocket
➡️Fits in a purse 
➡️Can clip to a belt
➡️Is the size of a cell phone 
➡️Charges with the power of the sun
➡️Or can plug into a wall outlet
➡️Charges two devices at once

>>> Grab yours today >> ⭐ https://4pats.live/minisolarcell",2019-08-15T14:39:07+0000,4Patriots LLC,0,99,0,999,0.019672,Alabama,0.006557,Rhode Island,0.031148,New Jersey,0.014754,New Mexico,0.047541,New York,0.019672,North Carolina,0.004918,North Dakota,0.034426,Ohio,0.022951,Oklahoma,0.009836,Oregon,0.059016,Pennsylvania,0.008197,South Carolina,0.008197,Nevada,0.001639,South Dakota,0.02459,Tennessee,0.095082,Texas,0.004918,Utah,0.004918,Vermont,0.022951,Virginia,0.018033,Washington,0.003279,West Virginia,0.022951,Wisconsin,0.008197,New Hampshire,0.013115,Nebraska,0.018033,Arizona,0.036066,Indiana,0.009836,Arkansas,0.039344,California,0.021311,Colorado,0.022951,Connecticut,0.003279,Delaware,0.060656,Florida,0.034426,Georgia,0.004918,Idaho,0.031148,Illinois,0.013115,Iowa,0.004918,Montana,0.029508,Kansas,0.013115,Kentucky,0.018033,Louisiana,0.003279,Maine,0.006557,Maryland,0.027869,Massachusetts,0.031148,Michigan,0.02623,Minnesota,0.013115,Mississippi,0.019672,Missouri,0.004918,Wyoming,,,,,,,,
"""I have one and I can say they are fantastic to use and they do come in handy. I might buy another one as backup hopefully its still available.” 😊👍🏻

""I bought two of them, charged them from the wall the first time and both work VERY well. Looking forward to testing their ruggedness during hunting seasons here in Idaho.”

""I have to say this is great! I have one and the charge lasts and has saved me couple of times when my cell phone went dead! Everyone should have one!”

Two usb ports to charge multiple devices at once! Has an LED flashlight with two settings - constant and SOS (flashing)

Drop proof. Weatherproof. Water resistant. Clips onto your clothes and is built tough! 

>>>Get Yours Here: >> ⭐ https://4pats.live/minisolarcell",2019-08-15T14:39:07+0000,4Patriots LLC,0,99,1000,4999,0.020085,Alabama,0.001217,Rhode Island,0.010956,New Jersey,0.006695,New Mexico,0.021911,New York,0.023128,North Carolina,0.00426,North Dakota,0.04017,Ohio,0.033475,Oklahoma,0.021911,Oregon,0.02678,Pennsylvania,0.020694,South Carolina,0.010347,Nevada,0.004869,South Dakota,0.023128,Tennessee,0.100426,Texas,0.006695,Utah,0.003043,Vermont,0.027998,Virginia,0.030432,Washington,0.00913,West Virginia,0.027998,Wisconsin,0.003652,New Hampshire,0.012173,Nebraska,0.027389,Arizona,0.032867,Indiana,0.021302,Arkansas,0.072428,California,0.01339,Colorado,0.006086,Connecticut,0.001826,Delaware,0.052952,Florida,0.024346,Georgia,0.009738,Idaho,0.037736,Illinois,0.015216,Iowa,0.010956,Montana,0.020694,Kansas,0.021911,Kentucky,0.021302,Louisiana,0.004869,Maine,0.003652,Maryland,0.00913,Massachusetts,0.030432,Michigan,0.023128,Minnesota,0.017042,Mississippi,0.02678,Missouri,0.003652,Wyoming,,,,,,,,
"Customers are loving this rechargeable power bank! 👇👇👇

“I have one and I can say they are fantastic to use and they do come in handy. I might buy another one as backup hopefully its still available.” –J

“Hey guys, absolutely blown away by the time from order to time of delivery of my solar Power Cell!! And it came fully charged!! My phone is plugged in as I type, charging! Thanks a bunch for a great product!! I will be telling friends about your company!” –C

“I have to say this is great! I have one and the charge lasts and has saved me couple of times when my cell phone went dead! Everyone should have one!” –E

➡️Fits in a pocket
➡️Fits in a purse 
➡️Can clip to a belt
➡️Is the size of a cell phone 
➡️Charges with the power of the sun
➡️Or can plug into a wall outlet
➡️Charges two devices at once

>>> Grab yours today >> ⭐ https://4pats.live/minisolarcell",2019-08-15T14:39:07+0000,4Patriots LLC,100,499,10000,49999,0.018344,Alabama,0.00211,Rhode Island,0.014308,New Jersey,0.01229,New Mexico,0.037421,New York,0.02614,North Carolina,0.003669,North Dakota,0.031918,Ohio,0.02082,Oklahoma,0.026048,Oregon,0.030542,Pennsylvania,0.013116,South Carolina,0.012749,Nevada,0.004953,South Dakota,0.023021,Tennessee,0.094836,Texas,0.008621,Utah,0.002018,Vermont,0.022746,Virginia,0.035953,Washington,0.005778,West Virginia,0.019719,Wisconsin,0.005044,Wyoming,0.004127,New Hampshire,0.009539,Nebraska,0.033752,Arizona,0.024214,Indiana,0.012749,Arkansas,0.11107,California,0.024214,Colorado,0.007796,Connecticut,0.002568,Delaware,0.000917,"Washington, District of Columbia",0.057507,Florida,0.023755,Georgia,0.013391,Idaho,0.033018,Illinois,0.012932,Iowa,0.008255,Montana,0.013299,Kansas,0.012841,Kentucky,0.015317,Louisiana,0.004861,Maine,0.01229,Maryland,0.012565,Massachusetts,0.027424,Michigan,0.016234,Minnesota,0.00963,Mississippi,0.023296,Missouri,0.000275,Unknown,,,,
"""I have one and I can say they are fantastic to use and they do come in handy. I might buy another one as backup hopefully its still available.” 😊👍🏻

""I bought two of them, charged them from the wall the first time and both work VERY well. Looking forward to testing their ruggedness during hunting seasons here in Idaho.”

""I have to say this is great! I have one and the charge lasts and has saved me couple of times when my cell phone went dead! Everyone should have one!”

Two usb ports to charge multiple devices at once! Has an LED flashlight with two settings - constant and SOS (flashing)

Drop proof. Weatherproof. Water resistant. Clips onto your clothes and is built tough! 

>>>Get Yours Here: >> ⭐ https://4pats.live/minisolarcell",2019-08-15T14:39:07+0000,4Patriots LLC,0,99,5000,9999,0.017382,Alabama,0.036859,Pennsylvania,0.004188,New Hampshire,0.013194,New Jersey,0.006073,New Mexico,0.034974,New York,0.030995,North Carolina,0.007539,North Dakota,0.036021,Ohio,0.022827,Oklahoma,0.01801,Oregon,0.002094,Rhode Island,0.011728,Nebraska,0.017801,South Carolina,0.004607,South Dakota,0.026387,Tennessee,0.08377,Texas,0.009424,Utah,0.003979,Vermont,0.02178,Virginia,0.03623,Washington,0.007749,West Virginia,0.029319,Wisconsin,0.008168,Nevada,0.008796,Montana,0.024921,Arizona,0.030995,Illinois,0.019267,Arkansas,0.067853,California,0.015288,Colorado,0.005654,Connecticut,0.001466,Delaware,0.000209,"Washington, District of Columbia",0.04712,Florida,0.030157,Georgia,0.013403,Idaho,0.027016,Indiana,0.026178,Missouri,0.022199,Iowa,0.017382,Kansas,0.019476,Kentucky,0.023246,Louisiana,0.00733,Maine,0.010681,Maryland,0.015916,Massachusetts,0.035183,Michigan,0.019267,Minnesota,0.01445,Mississippi,0.005445,Wyoming,,,,,,
"Our first level in our new CCRP Donor Series is...

Patriot!

At the Patriot level, you 
* Become an official member of the Charleston County Republican Party
* Receive all official emails and members only emails
* Receive a bumper sticker to display your support and promote the CCRP

All for only $5 a month - a cup of coffee! 

Join today at www.charlestonrepublicans.com/donate !",2019-08-15T14:26:50+0000,The Charleston County Republican Party,0,99,0,999,1,South Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"If you support President Trump, join us!",2019-08-15T12:20:56+0000,Need It LLC,0,99,1000,4999,0.001425,North Dakota,0.001069,Rhode Island,0.007481,Nevada,0.004988,New Hampshire,0.008194,New Jersey,0.043107,New York,0.04845,North Carolina,0.05985,Ohio,0.0228,Oklahoma,0.012113,Oregon,0.040257,Pennsylvania,0.019238,South Carolina,0.003206,Montana,0.034556,Tennessee,0.074813,Texas,0.002138,Vermont,0.024225,Virginia,0.016388,Washington,0.0171,West Virginia,0.011044,Wisconsin,0.000713,Hawaii,0.005344,Idaho,0.0057,New Mexico,0.006769,Nebraska,0.032775,Missouri,0.001069,South Dakota,0.038119,Georgia,0.002494,Wyoming,0.027075,Alabama,0.004631,Alaska,0.0285,Arizona,0.020306,Arkansas,0.056288,California,0.013538,Colorado,0.004988,Connecticut,0.003919,Delaware,0.065907,Florida,0.034556,Illinois,0.0114,Mississippi,0.030281,Indiana,0.010688,Iowa,0.012825,Kansas,0.030994,Kentucky,0.016388,Louisiana,0.008906,Maine,0.010688,Maryland,0.009619,Massachusetts,0.03705,Michigan,0.013538,Minnesota,0.002494,Utah,,,,
"Patriot Strong - Ouch! Tough Comeback.

🇺🇸🇺🇸🇺🇸 www.patriotstrong.com 🇺🇸🇺🇸🇺🇸",2019-08-15T09:12:25+0000,Patriot Strong LLC,0,99,5000,9999,0.002913,Delaware,0.044722,Pennsylvania,0.007711,Nevada,0.00377,New Hampshire,0.010795,New Jersey,0.011823,New Mexico,0.034441,New York,0.037526,North Carolina,0.002913,North Dakota,0.053804,Ohio,0.023132,Oklahoma,0.013365,Oregon,0.001714,Rhode Island,0.005312,Montana,0.017478,South Carolina,0.00377,South Dakota,0.041295,Tennessee,0.072653,Texas,0.007025,Utah,0.00257,Vermont,0.024332,Virginia,0.018334,Washington,0.016278,West Virginia,0.02416,Wisconsin,0.007711,Nebraska,0.032899,Missouri,0.000343,"Washington, District of Columbia",0.010452,Idaho,0.030672,Alabama,0.004284,Alaska,0.024503,Arizona,0.023132,Arkansas,0.053633,California,0.009767,Colorado,0.006169,Connecticut,0.047807,Florida,0.029301,Georgia,0.002056,Hawaii,0.031014,Illinois,0.015764,Mississippi,0.029986,Indiana,0.013879,Iowa,0.016792,Kansas,0.03427,Kentucky,0.016964,Louisiana,0.005997,Maine,0.009253,Maryland,0.007882,Massachusetts,0.039411,Michigan,0.010795,Minnesota,0.003427,Wyoming,,
