ad_creative_body,ad_delivery_start_time,funding_entity,spend/lower_bound,spend/upper_bound,impressions/lower_bound,impressions/upper_bound,region_distribution/0/percentage,region_distribution/0/region,region_distribution/1/percentage,region_distribution/1/region,region_distribution/2/percentage,region_distribution/2/region,region_distribution/3/percentage,region_distribution/3/region,region_distribution/4/percentage,region_distribution/4/region,region_distribution/5/percentage,region_distribution/5/region,region_distribution/6/percentage,region_distribution/6/region,region_distribution/7/percentage,region_distribution/7/region,region_distribution/8/percentage,region_distribution/8/region,region_distribution/9/percentage,region_distribution/9/region,region_distribution/10/percentage,region_distribution/10/region,region_distribution/11/percentage,region_distribution/11/region,region_distribution/12/percentage,region_distribution/12/region,region_distribution/13/percentage,region_distribution/13/region,region_distribution/14/percentage,region_distribution/14/region,region_distribution/15/percentage,region_distribution/15/region,region_distribution/16/percentage,region_distribution/16/region,region_distribution/17/percentage,region_distribution/17/region,region_distribution/18/percentage,region_distribution/18/region,region_distribution/19/percentage,region_distribution/19/region,region_distribution/20/percentage,region_distribution/20/region,region_distribution/21/percentage,region_distribution/21/region,region_distribution/22/percentage,region_distribution/22/region,region_distribution/23/percentage,region_distribution/23/region,region_distribution/24/percentage,region_distribution/24/region,region_distribution/25/percentage,region_distribution/25/region,region_distribution/26/percentage,region_distribution/26/region,region_distribution/27/percentage,region_distribution/27/region,region_distribution/28/percentage,region_distribution/28/region,region_distribution/29/percentage,region_distribution/29/region,region_distribution/30/percentage,region_distribution/30/region,region_distribution/31/percentage,region_distribution/31/region,region_distribution/32/percentage,region_distribution/32/region,region_distribution/33/percentage,region_distribution/33/region,region_distribution/34/percentage,region_distribution/34/region,region_distribution/35/percentage,region_distribution/35/region,region_distribution/36/percentage,region_distribution/36/region,region_distribution/37/percentage,region_distribution/37/region,region_distribution/38/percentage,region_distribution/38/region,region_distribution/39/percentage,region_distribution/39/region,region_distribution/40/percentage,region_distribution/40/region,region_distribution/41/percentage,region_distribution/41/region,region_distribution/42/percentage,region_distribution/42/region,region_distribution/43/percentage,region_distribution/43/region,region_distribution/44/percentage,region_distribution/44/region,region_distribution/45/percentage,region_distribution/45/region,region_distribution/46/percentage,region_distribution/46/region,region_distribution/47/percentage,region_distribution/47/region,region_distribution/48/percentage,region_distribution/48/region,region_distribution/49/percentage,region_distribution/49/region,region_distribution/50/percentage,region_distribution/50/region,region_distribution/51/percentage,region_distribution/51/region,region_distribution/52/percentage,region_distribution/52/region,region_distribution/53/percentage,region_distribution/53/region,region_distribution/54/percentage,region_distribution/54/region,region_distribution/55/percentage,region_distribution/55/region,region_distribution/56/percentage,region_distribution/56/region,region_distribution/57/percentage,region_distribution/57/region,region_distribution/58/percentage,region_distribution/58/region,region_distribution/59/percentage,region_distribution/59/region,region_distribution/60/percentage,region_distribution/60/region,region_distribution/61/percentage,region_distribution/61/region,region_distribution/62/percentage,region_distribution/62/region,region_distribution/63/percentage,region_distribution/63/region,region_distribution/64/percentage,region_distribution/64/region,region_distribution/65/percentage,region_distribution/65/region,region_distribution/66/percentage,region_distribution/66/region,region_distribution/67/percentage,region_distribution/67/region,region_distribution/68/percentage,region_distribution/68/region,region_distribution/69/percentage,region_distribution/69/region,region_distribution/70/percentage,region_distribution/70/region,region_distribution/71/percentage,region_distribution/71/region,region_distribution/72/percentage,region_distribution/72/region,region_distribution/73/percentage,region_distribution/73/region,region_distribution/74/percentage,region_distribution/74/region,region_distribution/75/percentage,region_distribution/75/region,region_distribution/76/percentage,region_distribution/76/region,region_distribution/77/percentage,region_distribution/77/region,region_distribution/78/percentage,region_distribution/78/region,region_distribution/79/percentage,region_distribution/79/region,region_distribution/80/percentage,region_distribution/80/region,region_distribution/81/percentage,region_distribution/81/region,region_distribution/82/percentage,region_distribution/82/region
Original 'Plank Like RBG' gear. Donating with EVERY. SINGLE. PURCHASE.,2019-07-12T02:57:34+0000,The Outrage,0,99,10000,49999,0.001677,Wyoming,0.005216,Nebraska,0.011923,Arizona,0.019188,Florida,0.01304,Georgia,0.038376,Illinois,0.004098,Kansas,0.005216,Maine,0.044896,Massachusetts,0.020678,Michigan,0.035395,Minnesota,0.012109,Missouri,0.004098,Nevada,0.004098,Alabama,0.004285,New Hampshire,0.020306,New Jersey,0.095939,New York,0.028316,Ohio,0.052906,Pennsylvania,0.004844,Rhode Island,0.006148,South Carolina,0.002235,South Dakota,0.012668,Tennessee,0.002049,West Virginia,0.002794,Alaska,0.031297,Washington,0.001863,Delaware,0.003353,Vermont,0.000559,Mississippi,0.00149,North Dakota,0.003726,Louisiana,0.002981,Hawaii,0.005775,Kentucky,0.002981,Montana,0.013227,Connecticut,0.003353,New Mexico,0.004844,Iowa,0.003539,Oklahoma,0.004098,Arkansas,0.044151,Virginia,0.097988,California,0.024404,Colorado,0.159277,"Washington, District of Columbia",0.002794,Idaho,0.009687,Indiana,0.029061,Maryland,0.023659,North Carolina,0.022168,Oregon,0.030365,Texas,0.00503,Utah,0.015835,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Celebrating pride all year, every year. Donating with EVERY. SINGLE. PURCHASE.",2019-07-12T02:57:34+0000,The Outrage,0,99,10000,49999,0.000537,Mississippi,0.001208,Wyoming,0.004026,Oklahoma,0.029124,Oregon,0.059858,Pennsylvania,0.0153,Tennessee,0.030063,Texas,0.006576,Utah,0.033955,Virginia,0.04335,Washington,0.002013,West Virginia,0.013958,Wisconsin,0.003624,Arkansas,0.023755,North Carolina,0.015032,Georgia,0.013555,Indiana,0.007516,Kentucky,0.003087,Louisiana,0.005234,Maine,0.006308,New Hampshire,0.0255,New Jersey,0.001074,North Dakota,0.005637,Rhode Island,0.004966,South Carolina,0.029795,Ohio,0.12495,New York,0.002684,Alaska,0.00255,Idaho,0.002818,Delaware,0.005637,Vermont,0.004026,Alabama,0.01275,Arizona,0.103342,California,0.023755,Colorado,0.013287,Connecticut,0.079452,"Washington, District of Columbia",0.023889,Florida,0.001745,Hawaii,0.045229,Illinois,0.003624,New Mexico,0.006442,Iowa,0.004429,Kansas,0.027245,Maryland,0.053684,Massachusetts,0.019729,Michigan,0.030331,Minnesota,0.011676,Missouri,0.002013,Montana,0.004966,Nebraska,0.003087,Nevada,0.001611,South Dakota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We are OUTRAGED & we are better than this. Proceeds benefit Together Rising.,2019-07-12T02:57:34+0000,The Outrage,0,99,5000,9999,0.002063,Alaska,0.00298,Maine,0.003896,Alabama,0.003667,Arkansas,0.01146,Connecticut,0.003209,Delaware,0.015815,Georgia,0.003209,Hawaii,0.002063,Idaho,0.040339,Illinois,0.009626,Indiana,0.007334,Louisiana,0.028879,Minnesota,0.035984,Virginia,0.003209,Nebraska,0.003667,New Hampshire,0.023837,North Carolina,0.024983,Ohio,0.049049,Pennsylvania,0.005272,Rhode Island,0.006876,South Carolina,0.00275,South Dakota,0.015356,Tennessee,0.002521,Vermont,0.013523,Wisconsin,0.004126,Utah,0.00275,North Dakota,0.00573,Iowa,0.004813,Oklahoma,0.000917,Mississippi,0.001604,West Virginia,0.002521,New Mexico,0.001604,Wyoming,0.01421,Arizona,0.114142,California,0.026587,Colorado,0.110704,"Washington, District of Columbia",0.030713,Florida,0.004584,Kansas,0.04011,Texas,0.006647,Kentucky,0.0314,Maryland,0.036443,Massachusetts,0.02017,Michigan,0.010085,Missouri,0.002063,Montana,0.00573,Nevada,0.026587,New Jersey,0.13454,New York,0.014898,Oregon,0.024754,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"𝐃𝐄𝐀𝐓𝐇 𝐓𝐇𝐑𝐄𝐀𝐓𝐒 𝐀𝐍𝐃 𝐇𝐀𝐑𝐀𝐒𝐒𝐌𝐄𝐍𝐓 𝐁𝐘 𝐋𝐄𝐅𝐓-𝐖𝐈𝐍𝐆 𝐅𝐀𝐒𝐂𝐈𝐒𝐓𝐒 𝐒𝐂𝐀𝐑𝐄 𝐄𝐈𝐆𝐇𝐓-𝐘𝐄𝐀𝐑-𝐎𝐋𝐃 𝐎𝐅𝐅 𝐒𝐎𝐂𝐈𝐀𝐋 𝐌𝐄𝐃𝐈𝐀 

𝐷𝑒𝑎𝑡ℎ 𝑇ℎ𝑟𝑒𝑎𝑡𝑠, 𝑎𝑑𝑑𝑟𝑒𝑠𝑠 𝑎𝑛𝑑 𝑝ℎ𝑜𝑛𝑒 𝑏𝑒𝑖𝑛𝑔 𝑚𝑎𝑑𝑒 𝑝𝑢𝑏𝑙𝑖𝑐 (𝑑𝑜𝑥𝑥𝑖𝑛𝑔) 𝑎𝑛𝑑 𝑜𝑛𝑔𝑜𝑖𝑛𝑔 𝑣𝑖𝑐𝑖𝑜𝑢𝑠 ℎ𝑎𝑟𝑎𝑠𝑠𝑚𝑒𝑛𝑡 𝑓𝑜𝑟𝑐𝑒𝑑 𝑡ℎ𝑒 𝑝𝑎𝑟𝑒𝑛𝑡𝑠 𝑜𝑓  𝐴𝑣𝑎 𝑀𝑎𝑟𝑡𝑖𝑛𝑒𝑧, 𝑘𝑛𝑜𝑤𝑛 𝑡𝑜 𝑚𝑜𝑠𝑡 𝑜𝑓 𝑢𝑠 𝑎𝑠 ""𝑀𝑖𝑛𝑖 𝐴𝑂𝐶,"" 𝑡𝑜 𝑠ℎ𝑢𝑡 𝑑𝑜𝑤𝑛 ℎ𝑒𝑟 𝑠𝑎𝑡𝑖𝑟𝑒𝑠 𝑜𝑓 𝑂𝑐𝑎𝑠𝑖𝑜-𝐶𝑜𝑟𝑡𝑒𝑧 𝑜𝑢𝑡 𝑜𝑓 𝑓𝑒𝑎𝑟 𝑓𝑜𝑟 ℎ𝑒𝑟 𝑠𝑎𝑓𝑒𝑡𝑦.

𝑰𝒎𝒂𝒈𝒊𝒏𝒆 𝒇𝒊𝒓𝒆𝒔𝒕𝒐𝒓𝒎 𝒐𝒇 𝒐𝒖𝒕𝒓𝒂𝒈𝒆 𝒂𝒏𝒅 𝒏𝒐𝒏-𝒔𝒕𝒐𝒑 𝒄𝒐𝒗𝒆𝒓𝒂𝒈𝒆 𝒊𝒇 𝒔𝒂𝒎𝒆 𝒕𝒉𝒊𝒏𝒈 𝒅𝒐𝒏𝒆 𝒕𝒐 𝒂𝒏 𝒆𝒊𝒈𝒉𝒕-𝒚𝒆𝒂𝒓-𝒐𝒍𝒅 𝒑𝒂𝒓𝒐𝒅𝒚𝒊𝒏𝒈 𝒂 𝒄𝒐𝒏𝒔𝒆𝒓𝒗𝒂𝒕𝒊𝒗𝒆!

TOWNHALL - The Left has, once again, proven how truly disgusting they are. Their nasty tactics have hit a new low. Ava Martinez, known to most of us as ""Mini AOC,"" frequently recorded parody videos and took photos making fun of the real Rep. Alexandria Ocasio-Cortez (D-NY). Apparently Alexandria Ocasio Cortez fans didn't like the 8-year-old's content so they started doxxing and threatening Martinez and her family.

For rest of Beth Baumann story on Townhall: https://townhall.com/tipsheet/bethbaumann/2019/07/04/mini-aoc-parody-accounts-are-gone-thanks-to-lefties-doxxing-and-threatening-an-n2549540",2019-07-12T00:29:37+0000,Miichael Fredenburg as an individual citizen,0,99,0,999,0.008495,Arkansas,0.03034,North Carolina,0.01335,Massachusetts,0.049757,Michigan,0.014563,Minnesota,0.023058,Mississippi,0.036408,Missouri,0.009709,Nebraska,0.002427,New Hampshire,0.010922,New Jersey,0.031553,New York,0.002427,North Dakota,0.035194,Kentucky,0.019417,Oklahoma,0.043689,Pennsylvania,0.01335,South Carolina,0.019417,Tennessee,0.116505,Texas,0.012136,Utah,0.020631,Virginia,0.01699,Washington,0.023058,West Virginia,0.023058,Wisconsin,0.023058,Louisiana,0.027913,Indiana,0.004854,Colorado,0.009709,Oregon,0.002427,Delaware,0.003641,"Washington, District of Columbia",0.003641,Hawaii,0.007282,Iowa,0.007282,Kansas,0.008495,Maine,0.009709,Maryland,0.010922,Nevada,0.009709,New Mexico,0.033981,Ohio,0.007282,Rhode Island,0.032767,Illinois,0.001214,Vermont,0.003641,Montana,0.03034,Alabama,0.006068,Alaska,0.012136,Arizona,0.061893,California,0.004854,Connecticut,0.074029,Florida,0.020631,Georgia,0.004854,Idaho,0.001214,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PLEASE SHARE! We need an excellent showing in each location. For live links, downloadable posters and graphics - see this post on our website: https://wp.me/p76Khk-2x9

""LIGHTS FOR LIBERTY: Take part in a vigil for migrants July 12 - info on local and national events FINAL UPDATE""

This post contains the latest updated list of events on Cape Cod and Plymouth.  Other locations in MA or around the country are here: https://www.lightsforliberty.org/localevents

Lights for Liberty vigils, rallies and demonstration will be going on all over the country on Friday, July 12 to protest the conditions and circumstances that lead to human beings being kept in cages in horrific conditions.  Cape Cod, the Islands and Plymouth event details are below.

For locations across the county look here - note: these events are being organized with short notice and not all events are listed on the website. If you don't see a location near you and you are not in our area, check social media and local news to see if one has been organized.  If not you can organize an event: scroll to the bottom of this page to register an event.

Details from LightsforLiberty.com:

On Friday July 12th, 2019, Lights for Liberty: A Vigil to End Human Concentration Camps, will bring thousands of people to locations worldwide as well as to concentration camps across the country, into the streets and into their own front yards, to protest the inhumane conditions faced by migrants.

CAPE COD, THE ISLANDS, AND PLYMOUTH LOCATIONS:

Organizations across Cape Cod and the Islands have come together to coordinate events, to create an opportunity for everyone to participate in their community.  Times vary, choose a location and time that is best for you, or travel to more than one.  Let's have a huge turnout! Let's show our legislators and the press that we want changes for these migrants NOW.

From the local organizing coalition:

Cape Codders and Islanders are joining Lights for Liberty: A Vigil to End Human Detention Camps and thousands worldwide on July 12 to protest the cruelty and inhumanity perpetrated against asylum-seekers and refugees at the U.S.-Mexico border. Join us in protest, vigil and solidarity with the innocent children, adult and family detainees and in memory of those who have died seeking asylum.

Bring your families, friends, posters, water, and outrage to any of these sites:

BARNSTABLE Vigil/Rally 4:30-6:00 PM
(You are welcome to join us at 3:30 to make signs!) UNITARIAN CHURCH OF BARNSTABLE, 3330 Main Street/Rt.6A, Barnstable Village, MA

BREWSTER Rally/Vigil 4:30-6PM
First Parish Brewster Unitarian Universalist, 1969 Main St. (Rt. 6A), Contacts: Sue Fleming - uescape@comcast.net; Fran Schofield -fschofield@robertpaul.com

CHATHAM 9:30-11:00AM
TOWN HALL, 549 Main St.

DENNIS Vigil 6:30-9PM,
Dennis Town Hall, 685 MA-134 Contact: Nancy Davison - nancy.d1007@gmail.com

EASTHAM Rally/Vigil 4:30-6PM
Windmill Park Green, Rt. 6 & Samoset Rd., Event Type - , Contact: Marcia Goffin - Mjgoffin10@gmail.com

EDGARTOWN Vigil, 8:15 - 9:15 pm
Cannonball Park, Upper Main Street (park at the Edgartown School lot)
Contact: Carla Cooper - carlacoop@comcast.net

FALMOUTH Rally, 12 Noon-1PM
Peg Noonan Park, Main St. & Hamlin Ave., Contact: Sandy Faiman-Silva - sfaiman@aol.com

HARWICH Rally/Vigil 7:30-9PM
Harwich Center, Rts. 124 & 39, Contact: Maria Rudden - mrudden@gmail.com

HYANNIS Vigil 11AM-12PM
First Baptist Church, 486 Main St., Contact: Kate Epperly - drkateepperly@gmail.com

ORLEANS Rally/Vigil 4:00-5:30PM
Orleans Village Green, Main St. & Rt. 28, Contact: Rod Macdonald - rodmac.ret@gmail.com

NANTUCKET 8-9PM
Town Green, Federal and Broad St.

PLYMOUTH Demonstration 4-6PM
Plymouth Rock, on the waterfront, Plymouth Harbor, Ma.

PROVINCETOWN Vigil 9-10PM
Provincetown Town Hall, 260 Commercial Street, Contact: Reva Blau - revablau@mac.com

SANDWICH 7:00 - 8:00PM
Mill Creek Park
135 Main Street (across from Dexter's Grist Mill)

TRURO 4:30 - 6:00PM
TOWN HALL, Rts 6 & 6A
North Truro (near Atlantic Spice Co)

WELLFLEET Vigil 8:30-9:30PM
Wellfleet Town Hall, 300 Main St., Contact: Kathryn Smith - katiesmith1021@gmail.com

___________________

INFO: lightsforliberty.org | Cape Cod Coalition for Safe Communities - capesafecomm@gmail.com

Sponsors: Alliance for Immigration Justice, Am HaYam Havurah, Cape Cod Coalition for Safe Communities, Cape Cod Women for Change, Coalition for Social Justice, Engage Falmouth, First Parish Brewster Unitarian Universalist Social Justice Committee, Immigrant Ministries of First Baptist Hyannis, Indivisible Martha’s Vineyard, Indivisible Outer Cape, Lower Cape Indivisible, Move to Remove, Refugee Support Team of Nauset Interfaith Association, Interfaith Justice Committee of the Federated Church of Orleans, Supporting Women in Financial Transition, Upper Cape Women’s Coalition, Unitarian Universalist Fellowship of Falmouth, Waquoit Congregational Church

https://wp.me/p76Khk-2x9",2019-07-11T22:17:28+0000,Cape Cod Women for Change,0,99,0,999,0.998028,Massachusetts,0.001972,Rhode Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"𝐃𝐄𝐀𝐓𝐇 𝐓𝐇𝐑𝐄𝐀𝐓𝐒 𝐀𝐍𝐃 𝐇𝐀𝐑𝐀𝐒𝐒𝐌𝐄𝐍𝐓 𝐁𝐘 𝐋𝐄𝐅𝐓-𝐖𝐈𝐍𝐆 𝐅𝐀𝐒𝐂𝐈𝐒𝐓𝐒 𝐒𝐂𝐀𝐑𝐄 𝐄𝐈𝐆𝐇𝐓-𝐘𝐄𝐀𝐑-𝐎𝐋𝐃 𝐎𝐅𝐅 𝐒𝐎𝐂𝐈𝐀𝐋 𝐌𝐄𝐃𝐈𝐀 

𝐷𝑒𝑎𝑡ℎ 𝑇ℎ𝑟𝑒𝑎𝑡𝑠, 𝑎𝑑𝑑𝑟𝑒𝑠𝑠 𝑎𝑛𝑑 𝑝ℎ𝑜𝑛𝑒 𝑏𝑒𝑖𝑛𝑔 𝑚𝑎𝑑𝑒 𝑝𝑢𝑏𝑙𝑖𝑐 (𝑑𝑜𝑥𝑥𝑖𝑛𝑔) 𝑎𝑛𝑑 𝑜𝑛𝑔𝑜𝑖𝑛𝑔 𝑣𝑖𝑐𝑖𝑜𝑢𝑠 ℎ𝑎𝑟𝑎𝑠𝑠𝑚𝑒𝑛𝑡 𝑓𝑜𝑟𝑐𝑒𝑑 𝑡ℎ𝑒 𝑝𝑎𝑟𝑒𝑛𝑡𝑠 𝑜𝑓  𝐴𝑣𝑎 𝑀𝑎𝑟𝑡𝑖𝑛𝑒𝑧, 𝑘𝑛𝑜𝑤𝑛 𝑡𝑜 𝑚𝑜𝑠𝑡 𝑜𝑓 𝑢𝑠 𝑎𝑠 ""𝑀𝑖𝑛𝑖 𝐴𝑂𝐶,"" 𝑡𝑜 𝑠ℎ𝑢𝑡 𝑑𝑜𝑤𝑛 ℎ𝑒𝑟 𝑠𝑎𝑡𝑖𝑟𝑒𝑠 𝑜𝑓 𝑂𝑐𝑎𝑠𝑖𝑜-𝐶𝑜𝑟𝑡𝑒𝑧 𝑜𝑢𝑡 𝑜𝑓 𝑓𝑒𝑎𝑟 𝑓𝑜𝑟 ℎ𝑒𝑟 𝑠𝑎𝑓𝑒𝑡𝑦.

𝑰𝒎𝒂𝒈𝒊𝒏𝒆 𝒇𝒊𝒓𝒆𝒔𝒕𝒐𝒓𝒎 𝒐𝒇 𝒐𝒖𝒕𝒓𝒂𝒈𝒆 𝒂𝒏𝒅 𝒏𝒐𝒏-𝒔𝒕𝒐𝒑 𝒄𝒐𝒗𝒆𝒓𝒂𝒈𝒆 𝒊𝒇 𝒔𝒂𝒎𝒆 𝒕𝒉𝒊𝒏𝒈 𝒅𝒐𝒏𝒆 𝒕𝒐 𝒂𝒏 𝒆𝒊𝒈𝒉𝒕-𝒚𝒆𝒂𝒓-𝒐𝒍𝒅 𝒑𝒂𝒓𝒐𝒅𝒚𝒊𝒏𝒈 𝒂 𝒄𝒐𝒏𝒔𝒆𝒓𝒗𝒂𝒕𝒊𝒗𝒆!

TOWNHALL - The Left has, once again, proven how truly disgusting they are. Their nasty tactics have hit a new low. Ava Martinez, known to most of us as ""Mini AOC,"" frequently recorded parody videos and took photos making fun of the real Rep. Alexandria Ocasio-Cortez (D-NY). Apparently Alexandria Ocasio Cortez fans didn't like the 8-year-old's content so they started doxxing and threatening Martinez and her family.

For rest of Beth Baumann story on Townhall: https://townhall.com/tipsheet/bethbaumann/2019/07/04/mini-aoc-parody-accounts-are-gone-thanks-to-lefties-doxxing-and-threatening-an-n2549540",2019-07-11T19:10:14+0000,Miichael Fredenburg as an individual citizen,0,99,0,999,0.034483,Alabama,0.050157,Pennsylvania,0.00627,New Hampshire,0.00627,New Jersey,0.009404,New Mexico,0.034483,New York,0.018809,North Carolina,0.009404,North Dakota,0.047022,Ohio,0.015674,Oklahoma,0.003135,Oregon,0.009404,Rhode Island,0.009404,Nebraska,0.009404,South Carolina,0.028213,Tennessee,0.112853,Texas,0.00627,Utah,0.003135,Vermont,0.037618,Virginia,0.025078,Washington,0.025078,West Virginia,0.028213,Wisconsin,0.00627,Nevada,0.031348,Missouri,0.003135,Alaska,0.00627,Hawaii,0.015674,Arizona,0.012539,Arkansas,0.047022,California,0.003135,Colorado,0.012539,Connecticut,0.003135,Delaware,0.003135,"Washington, District of Columbia",0.050157,Florida,0.025078,Georgia,0.021944,Illinois,0.031348,Mississippi,0.018809,Indiana,0.015674,Iowa,0.009404,Kansas,0.034483,Kentucky,0.021944,Louisiana,0.015674,Maine,0.015674,Maryland,0.003135,Massachusetts,0.040752,Michigan,0.012539,Minnesota,0.009404,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sign the petition to demand equal pay for the U.S. women’s national soccer team! The women have just won their 4th World Cup trophy 🏆🏆🏆🏆, while the last time the men’s team made it to a semifinal was in 1930. And the women’s team has brought in more revenue than the men’s team in the last 3 years. It’s an outrage the women are paid just one-fifth of what the U.S. men’s team is.",2019-07-10T20:41:41+0000,MoveOn.org Civic Action.,0,99,0,999,0.076923,Arkansas,0.153846,Illinois,0.076923,Louisiana,0.076923,North Carolina,0.076923,Alabama,0.076923,Arizona,0.076923,Colorado,0.076923,Florida,0.076923,Minnesota,0.076923,Texas,0.076923,Virginia,0.076923,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sign the petition to demand equal pay for the U.S. women’s national soccer team! The women have just won their 4th World Cup trophy 🏆🏆🏆🏆, while the last time the men’s team made it to a semifinal was in 1930. And the women’s team has brought in more revenue than the men’s team in the last 3 years. It’s an outrage the women are paid just one-fifth of what the U.S. men’s team is.",2019-07-10T20:41:35+0000,MoveOn.org Civic Action.,0,99,0,999,1,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sign the petition to demand equal pay for the U.S. women’s national soccer team! The women have just won their 4th World Cup trophy 🏆🏆🏆🏆, while the last time the men’s team made it to a semifinal was in 1930. And the women’s team has brought in more revenue than the men’s team in the last 3 years. It’s an outrage the women are paid just one-fifth of what the U.S. men’s team is.",2019-07-10T20:41:29+0000,MoveOn.org Civic Action.,0,99,0,999,0.16,California,0.04,Georgia,0.08,Illinois,0.04,Indiana,0.04,Michigan,0.08,Minnesota,0.04,Nevada,0.08,New Jersey,0.04,New York,0.16,North Carolina,0.04,Oregon,0.04,Tennessee,0.04,Virginia,0.08,Washington,0.04,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sign the petition to demand equal pay for the U.S. women’s national soccer team! The women have just won their 4th World Cup trophy 🏆🏆🏆🏆, while the last time the men’s team made it to a semifinal was in 1930. And the women’s team has brought in more revenue than the men’s team in the last 3 years. It’s an outrage the women are paid just one-fifth of what the U.S. men’s team is.",2019-07-10T20:41:23+0000,MoveOn.org Civic Action.,0,99,0,999,0.2,Florida,0.2,New York,0.2,Texas,0.2,Arkansas,0.2,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sign the petition to demand equal pay for the U.S. women’s national soccer team! The women have just won their 4th World Cup trophy 🏆🏆🏆🏆, while the last time the men’s team made it to a semifinal was in 1930. And the women’s team has brought in more revenue than the men’s team in the last 3 years. It’s an outrage the women are paid just one-fifth of what the U.S. men’s team is.",2019-07-10T20:41:17+0000,MoveOn.org Civic Action.,0,99,0,999,0.285714,California,0.142857,New York,0.142857,Pennsylvania,0.285714,Texas,0.142857,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sign the petition to demand equal pay for the U.S. women’s national soccer team! The women have just won their 4th World Cup trophy 🏆🏆🏆🏆, while the last time the men’s team made it to a semifinal was in 1930. And the women’s team has brought in more revenue than the men’s team in the last 3 years. It’s an outrage the women are paid just one-fifth of what the U.S. men’s team is.",2019-07-10T20:41:11+0000,MoveOn.org Civic Action.,0,99,0,999,0.333333,Massachusetts,0.333333,Virginia,0.333333,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sign the petition to demand equal pay for the U.S. women’s national soccer team! The women have just won their 4th World Cup trophy 🏆🏆🏆🏆, while the last time the men’s team made it to a semifinal was in 1930. And the women’s team has brought in more revenue than the men’s team in the last 3 years. It’s an outrage the women are paid just one-fifth of what the U.S. men’s team is.",2019-07-10T20:40:59+0000,MoveOn.org Civic Action.,0,99,0,999,1,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
