,adID,adText,adSpend,adLP,adImpress,adClicks,adCreation,adLocation_cleaned,adStates,adDate
2674,2349,A new video shows Officer Jason Stockley planting a gun on Anthony LamarSmith after he shot and killed him A new revelation has popped up followingthe release of a new video of thepolice fatal killing in St Louis Thevideo captures Officer Jason Stockley th St Louis Killer Cop Caught In OnCamera I BM BM,298.95,https://blackmattersus.com/16383-st-louis-killer-cop-caught-in-on-camera/,1442.0,267.0,09/23/16 04:39:16 AM PDT,,,2016-09-23
2675,2350,A new video shows Officer Jason Stockley planting a gun on Anthony LamarSmith after he shot and killed him A new revelation has popped up followingthe release of a new video of thepolice fatal killing in St Louis Thevideo captures Officer Jason Stockley th St Louis Killer Cop Caught In OnCamera I BM BM,0.0,https://blackmattersus.com/16383-st-louis-killer-cop-caught-in-on-camera/,0.0,0.0,09/28/16 02:04:20 AM PDT,,,2016-09-28
2676,2351,A new video shows Officer Jason Stockley planting a gun on Anthony LamarSmith after he shot and killed him A new revelation has popped up followingthe release of a new video of thepolice fatal killing in St Louis Thevideo captures Officer Jason Stockley th St Louis Killer Cop Caught In OnCamera I BM BM,0.0,https://blackmattersus.com/16383-st-louis-killer-cop-caught-in-on-camera/,0.0,0.0,09/30/16 01:54:16 AM PDT,,,2016-09-30
2677,2352,A new video shows Officer Jason Stockley planting a gun on Anthony LamarSmith after he shot and killed him A new revelation has popped up followingthe release of a new video of thepolice fatal killing in St Louis Thevideo captures Officer Jason Stockley th St Louis Killer Cop Caught In OnCamera I BM BM,0.0,https://blackmattersus.com/16383-st-louis-killer-cop-caught-in-on-camera/,0.0,0.0,09/30/16 01:55:00 AM PDT,,,2016-09-30
2678,2353,A new video shows Officer Jason Stockley planting a gun on Anthony LamarSmith after he shot and killed him A new revelation has popped up followingthe release of a new video of thepolice fatal killing in St Louis Thevideo captures Officer Jason Stockley th St Louis Killer Cop Caught In OnCamera I BM BM,0.0,https://blackmattersus.com/16383-st-louis-killer-cop-caught-in-on-camera/,0.0,0.0,10/26/16 06:12:51 AM PDT,Cleveland Ohio,Ohio,2016-10-26
2679,2354,A new video shows Officer Jason Stockley planting a gun on Anthony LamarSmith after he shot and killed him A new revelation has popped up followingthe release of a new video of thepolice fatal killing in St Louis Thevideo captures Officer Jason Stockley th St Louis Killer Cop Caught In OnCamera I BM BM,0.0,https://blackmattersus.com/16383-st-louis-killer-cop-caught-in-on-camera/,0.0,0.0,10/26/16 06:13:56 AM PDT,Minneapolis Minnesota,Minnesota,2016-10-26
2680,2355,A new video shows Officer Jason Stockley planting a gun on Anthony LamarSmith after he shot and killed him A new revelation has popped up followingthe release of a new video of thepolice fatal killing in St Louis Thevideo captures Officer Jason Stockley th St Louis Killer Cop Caught In OnCamera I BM BM,0.0,https://blackmattersus.com/16383-st-louis-killer-cop-caught-in-on-camera/,0.0,0.0,11/01/16 03:03:07 AM PDT,New York,New York,2016-11-01
2681,2356,A new video shows Officer Jason Stockley planting a gun on Anthony LamarSmith after he shot and killed him A new revelation has popped up followingthe release of a new video of thepolice fatal killing in St Louis Thevideo captures Officer Jason Stockley th St Louis Killer Cop Caught In OnCamera I BM BM,0.0,https://blackmattersus.com/16383-st-louis-killer-cop-caught-in-on-camera/,0.0,0.0,11/03/16 12:29:17 AM PDT,New York,New York,2016-11-03
2682,2358,Know your heroes,0.0,https://www.facebook.com/blackmattersus.mvmnt/,0.0,0.0,03/24/17 03:09:06 AM PDT,,,2017-03-24
2683,2359,The choosing of the President must be left to the popular voteTrump won the Electoral College but is behind by nearlyvotesnationally This is just wrongThe Electoral College is an outdated undemocratic system that does notreflect our modern society and it needs to be changed immediately EveryAmerican should be guaranteed that their vote countsCalifornia Sen Boxer has recently filed a longshot bill to abolish the ElectoralCollege which undoubtedly does NOT represent the true voice of US NewYork Against KKK,3802.52,https://www.facebook.com/events/1831459517122535/,9164.0,665.0,11/16/16 03:28:06 AM PST,New York Clinton,New York,2016-11-16
2684,2360,Impressive isnt it Black dont crack,0.0,https://www.facebook.com/blackmattersus.mvmnt/,0.0,0.0,03/24/17 03:07:26 AM PDT,,,2017-03-24
2685,2361,DNA Evidence Proves That The First People In China Were Black ScientistLi Hui provedyears ago humans began migrating through SouthSoutheast Asia into China from Africa Testing showedbranches ofChinese all carry similar DNA mutations as the people of Southeast AsiaScientist Jin Li said we did not see even one single individual that could beconsidered as a descendant of the hmo erectus in China rather everybodywas a descendant of our ancestors from Africa,546.3,https://www.facebook.com/blackmattersus.mvmnt/,14245.0,2069.0,02/27/17 11:49:24 PM PST,,,2017-02-27
2686,2362,Officials of the Highlands High School are investigating a bizarre incident of aracist student who posted on snapchat an image of a fake licensee to huntBlack people Racist Student Booted From School For Nr HuntingLicense I BM,0.0,https:Hblackmattersus.com/20110-racist-student-booted-from-school-for-nr-,0.0,0.0,12/07/16 11:34:46 PM PST,Charlotte North Carolina,North Carolina,2016-12-07
2687,2363,Officials of the Highlands High School are investigating a bizarre incident of aracist student who posted on snapchat an image of a fake licensee to huntBlack people Officials of the Highlands High School are investigating abizarre incident of a racist student who posted on snapchat an image of afake licensee to hunt Black people Racist Student Booted From School ForNr Hunting License I BlackMattersUScom blackmattersuscom,46.62,https://blackmattersus.com/20110-racist-student-booted-from-school-for-nr-,338.0,42.0,12/07/16 11:35:47 PM PST,,,2016-12-07
2688,2364,Officials of the Highlands High School are investigating a bizarre incident of aracist student who posted on snapchat an image of a fake licensee to huntBlack people Officials of the Highlands High School are investigating abizarre incident of a racist student who posted on snapchat an image of afake licensee to hunt Black people Racist Student Booted From School ForNr Hunting License I BlackMattersUScom blackmattersuscom,0.0,https://blackmattersus.com/20110-racist-student-booted-from-school-for-nr-,0.0,0.0,01/12/17 11:10:53 PM PST,Charlotte North Carolina,North Carolina,2017-01-12
2689,2365,Officials of the Highlands High School are investigating a bizarre incident of aracist student who posted on snapchat an image of a fake licensee to huntBlack people Racist Student Booted From School For Nr HuntingLicense I BM,0.0,https:Hblackmattersus.com/20110-racist-student-booted-from-school-for-nr-,0.0,0.0,02/22/17 07:03:12 AM PST,Charlotte North Carolina,North Carolina,2017-02-22
2690,2366,Officials of the Highlands High School are investigating a bizarre incident of aracist student who posted on snapchat an image of a fake licensee to huntBlack people Racist Student Booted From School For Nr HuntingLicense I BM,0.0,https:Hblackmattersus.com/20110-racist-student-booted-from-school-for-nr-,0.0,0.0,02/22/17 07:05:06 AM PST,Charlotte North Carolina,North Carolina,2017-02-22
2691,2369,On December rd the KKK terrorist organization will host a victory parade inNorth Carolina to celebrate the election of Donald TrumpJoin us on Decin Marshall Park Charlotte as we voice our opposition tothe Klan demonstration their hateful agenda violence and oppressionCharlotte Against Hate,2814.49,https://www.facebook.com/events/1795123670705170/,7859.0,456.0,11/29/16 07:19:41 AM PST,Charlotte North Carolina,North Carolina,2016-11-29
2692,2370,On December rd the KKK terrorist organization will host a victory parade inNorth Carolina to celebrate the election of Donald TrumpJoin us on Decin Marshall Park Charlotte as we voice our opposition tothe Klan demonstration their hateful agenda violence and oppressionCharlotte Against Hate,0.0,https://www.facebook.com/events/1 795123670705170/,0.0,0.0,12/07/16 11:35:47 PM PST,,,2016-12-07
2693,2371,On December rd the KKK terrorist organization will host a victory parade inNorth Carolina to celebrate the election of Donald TrumpJoin us on Decin Marshall Park Charlotte as we voice our opposition tothe Klan demonstration their hateful agenda violence and oppressionCharlotte Against Hate,0.0,https://www.facebook.com/events/1 795123670705170/,0.0,0.0,01/12/17 11:10:53 PM PST,Charlotte North Carolina,North Carolina,2017-01-12
2694,2372,On December rd the KKK terrorist organization will host a victory parade inNorth Carolina to celebrate the election of Donald TrumpJoin us on Decin Marshall Park Charlotte as we voice our opposition tothe Klan demonstration their hateful agenda violence and oppressionCharlotte Against Hate,0.0,https://www.facebook.com/events/1 795123670705170/,0.0,0.0,02/22/17 07:03:12 AM PST,Charlotte North Carolina,North Carolina,2017-02-22
2695,2378,The cop beat this man like he was a runaway slave,0.0,https://www.facebook.com/blackmattersus.mvmnt/,0.0,0.0,11/03/16 12:29:17 AM PDT,New York,New York,2016-11-03
2696,2379,The cop beat this man like he was a runaway slave,0.0,https://www.facebook.com/blackmattersus.mvmnt/,0.0,0.0,11/23/16 12:50:09 PM PST,New York,New York,2016-11-23
2697,2381,Youll never believe what antiTrump activists did Click on Trumps face tocheck out STOP TRUMP STOP RACISMNotMyPresident BM,200.0,https://represent.com/store/notmypresident,842.0,87.0,11/22/16 11:39:02 PM PST,New York Clinton,New York,2016-11-22
2698,2383,InJerome Smith was sentenced to life in prison for a crime he didntcommitThe prosecutor hid key evidence that goes to the heart of Jeromesinnocence untilyears after the trialNo jury ever saw or heard that evidence Jeromes attorneys were unable toprepare properly which hindered their defenseHELP BRING JEROME HOME ATTEND HIS JUVENILE SENTENCINGHEARINGOCTOBERAMOrleans Criminal District Court Tulane Ave New Orleans LA FreeJerome Skee Smith,3000.0,https://www.facebook.com/events/1140553372667995/,3471.0,200.0,09/27/16 05:25:50 AM PDT,New Orleans Louisiana,Louisiana,2016-09-27
2699,2385,Were proud to announce an initiative focused on providing free legaleducation to empower our people and strengthen our communityWe believe that having these legal workshops on a monthly basis will prove tobe beneficial in a tangible way for our communityeet ou atCharlotte NC Legal Night ati,0.0,https://www.facebook.com/events/651125608392879/,0.0,0.0,02/22/17 07:03:12 AM PST,Charlotte North Carolina,North Carolina,2017-02-22
2700,2387,Our mission is to tell the bold truth about racism inequality and injustice the,476.21,https://www.facebook.com/BM-1 73996283023459/,136.0,5.0,08/29/16 05:24:00 AM PDT,,,2016-08-29
2701,2388,Our mission is to tell the bold truth about racism inequality and injustice Joinus,0.0,https://www.facebook.com/blackmattersus.mvmnt/,0.0,0.0,12/01/16 05:49:13 AM PST,,,2016-12-01
2702,2389,Our mission is to tell the bold truth about inequality and injustice Join us,0.0,https://www.facebook.com/blackmattersus.mvmnt/,0.0,0.0,12/08/16 06:34:13 AM PST,,,2016-12-08
2703,2390,Howards Black female professor of chemistry Candice Bridge has receivedgrant to explore improved investigation methods in rape casesBlack Female Professor Gets Grant For Forensic Research I BM,26.7,https:Hblackmattersus.com/20140-black-female-professor-gets-grant-for-,50.0,4.0,12/07/16 11:36:34 PM PST,,,2016-12-07
2704,2391,Januarymarks the birthday of Martin Luther King Jr a great man whospent his public career working toward ending segregation and fighting racialdiscriminationBy recalling Kings vision we can have opportunities to build a more inclusiveand just community that does not retreat from diversity but draws strengthfrom it In the face of violence directed at minority communities and in adeepening political divisions in the country Kings words and philosophy areperhaps more critical for us today than at any point in the recent pastWere coming together on Januaryto celebrate the life and achievementsone of the most influential American civil rights leaders Dont forget to bringyour children with you because its important for them to know where theycome from and their rich historyJoin us on JanuaryLets keep the dream alive Martin Luther King JrRally,0.0,https://www.facebook.com/BM-173996283023459/,0.0,0.0,11/22/16 05:24:39 AM PST,,,2016-11-22
2705,2392,Januarymarks the birthday of Martin Luther King Jr a great man whospent his public career working toward ending segregation and fighting racialdiscriminationBy recalling Kings vision we can have opportunities to build a more inclusiveand just community that does not retreat from diversity but draws strengthfrom it In the face of violence directed at minority communities and in adeepening political divisions in the country Kings words and philosophy areperhaps more critical for us today than at any point in the recent pastWere coming together on Januaryto celebrate the life and achievementsone of the most influential American civil rights leaders Dont forget to bringyour children with you because its important for them to know where theycome from and their rich historyJoin us on JanuaryLets keep the dream alive Martin Luther King JrRally,1.31,https://www.facebook.com/BM-1 73996283023459/,4.0,0.0,11/22/16 05:51:29 AM PST,Atlanta Georgia,Georgia,2016-11-22
2706,2393,Januarymarks the birthday of Martin Luther King Jr a great man whospent his public career working toward ending segregation and fighting racialdiscriminationBy recalling Kings vision we can have opportunities to build a more inclusiveand just community that does not retreat from diversity but draws strengthfrom it In the face of violence directed at minority communities and in adeepening political divisions in the country Kings words and philosophy areperhaps more critical for us today than at any point in the recent pastWere coming together on Januaryto celebrate the life and achievementsone of the most influential American civil rights leaders Dont forget to bringyour children with you because its important for them to know where theycome from and their rich historyJoin us on JanuaryLets keep the dream alive Martin Luther King JrRally,128.2,https://www.facebook.com/BM-1 73996283023459/,317.0,13.0,11/22/16 06:57:46 AM PST,Atlanta Georgia,Georgia,2016-11-22
2707,2394,People are genuinely scared for their futuresRacism won Ignorance won Sexual assault wonSTOP TRUMP STOP RACISM JOIN THE PROTEST at Union Sq SaturdayPMBring signs snacks water Trump is NOT my President,0.0,https://www.facebook.com/events/535931469910916/,0.0,0.0,11/09/16 11:39:42 AM PST,Detroit Michigan,Michigan,2016-11-09
2708,2395,People are genuinely scared for their futuresRacism won Ignorance won Sexual assault wonSTOP TRUMP STOP RACISM JOIN THE PROTEST at Union Sq SaturdayPMBring signs snacks water Trump is NOT my President,0.0,https://www.facebook.com/events/535931469910916/,0.0,0.0,11/09/16 12:46:18 PM PST,New York,New York,2016-11-09
2709,2396,People are genuinely scared for their futuresRacism won Ignorance won Sexual assault wonSTOP TRUMP STOP RACISM JOIN THE PROTEST at Union Sq SaturdayPMBring signs snacks water Trump is NOT my President March againstTrump,113.19,https://www.facebook.com/events/535931469910916/,188.0,26.0,11/09/16 12:46:18 PM PST,New York,New York,2016-11-09
2710,2398,The video is circulating across the internet allegedly depicting a white NYPDofficer raping a black yearold girl in a jail cell According to some sourcesthe incident took place in South Africa However there are some crucialpoints that are hidden from the society A shocking video went viral of an onduty white cop raping a young black teen in a jail collecting numerouscomments Firstly in the description box it was w Major mismatches in thestory of white cop rapingyo black girl I BM BM,0.0,https://www.facebook.com/blackmattersus.mvmnt/,0.0,0.0,10/26/16 06:12:51 AM PDT,Cleveland Ohio,Ohio,2016-10-26
2711,2399,The video is circulating across the internet allegedly depicting a white NYPDofficer raping a black yearold girl in a jail cell According to some sourcesthe incident took place in South Africa However there are some crucialpoints that are hidden from the society A shocking video went viral of an onduty white cop raping a young black teen in a jail collecting numerouscomments Firstly in the description box it was w Major mismatches in thestory of white cop rapingyo black girl I BM BM,0.0,https://www.facebook.com/blackmattersus.mvmnt/,0.0,0.0,10/26/16 06:13:56 AM PDT,Minneapolis Minnesota,Minnesota,2016-10-26
2712,2400,The video is circulating across the internet allegedly depicting a white NYPDofficer raping a black yearold girl in a jail cell According to some sourcesthe incident took place in South Africa However there are some crucialpoints that are hidden from the society A shocking video went viral of an onduty white cop raping a young black teen in a jail collecting numerouscomments Firstly in the description box it was w Major mismatches in thestory of white cop rapingyo black girl I BM BM,0.0,https://www.facebook.com/blackmattersus.mvmnt/,0.0,0.0,11/01/16 03:03 07 AM PDT,New York,New York,2016-11-01
2713,2401,The video is circulating across the internet allegedly depicting a white NYPDofficer raping a black yearold girl in a jail cell According to some sourcesthe incident took place in South Africa However there are some crucialpoints that are hidden from the society A shocking video went viral of an onduty white cop raping a young black teen in a jail collecting numerouscomments Firstly in the description box it was w Major mismatches in thestory of white cop rapingyo black girl I BM BM,0.0,https://www.facebook.com/blackmattersus.mvmnt/,0.0,0.0,11/03/16 12:29:17 AM PDT,New York,New York,2016-11-03
2714,2402,Octoberis the National Day of Protest October nd is a day that peoplearound the nation have mobilized every year sincefor a National Day ofProtest to Stop Police Brutality Repression and the Criminalization of aGenerationHere in Charlotte this problem appears especially hard A number of victimsand quantity of cases where justice wasnt servedhorrifies The most wellknown case is shooting of Jonathan Ferrell an unarmed black man who wasshot ten times and killed Or situation with Daniel Kevin Harris a deaf manwho just couldnt explain a thing before he was shotWe need to use our right to protest to demand the authorities and policerepresentatives to do the thing they are supposed to do To protect andserve Not to kill damage and crippleJoin us on Octoberin CharlotteEast Trade Street just betweenCharlotte City hall and CharlotteMecklenburg Police Department NationalDay of Protest Charlotte NC,8853.52,https://www.facebook.com/blackmattersus.mvmnt/,16515.0,1069.0,09/22/16 04:36:16 AM PDT,Charlotte North Carolina,North Carolina,2016-09-22
2715,2403,Octoberis the National Day of Protest October nd is a day that peoplearound the nation have mobilized every year sincefor a National Day ofProtest to Stop Police Brutality Repression and the Criminalization of aGenerationHere in Charlotte this problem appears especially hard A number of victimsand quantity of cases where justice wasnt servedhorrifies The most wellknown case is shooting of Jonathan Ferrell an unarmed black man who wasshot ten times and killed Or situation with Daniel Kevin Harris a deaf manwho just couldnt explain a thing before he was shotWe need to use our right to protest to demand the authorities and policerepresentatives to do the thing they are supposed to do To protect andserve Not to kill damage and crippleJoin us on Octoberin CharlotteEast Trade Street just betweenCharlotte City hall and CharlotteMecklenburg Police Department NationalDay of Protest Charlotte NC,11638.69,https://www.facebook.com/blackmattersus.mvmnt/,24857.0,1112.0,10/06/16 06:20:34 AM PDT,Charlotte North Carolina,North Carolina,2016-10-06
2716,2404,Justin Green the Tulsa County Deputy has disclosed that Betty Shelbysimilarly used lethal force inwhen she was serving a warrant to asuspect The Tulsa County Sheriff has revealed that Betty Shelby worked forthem for four years until her joining the police service inIt is on recordthat during Police Fatal Killing Officer Betty Shelby Is Known For UsingExcessive Force I BM BM,257.42,https://blackmattersus.com/16388-police-fatal-killing-officer-betty-shelby-is-,1749.0,286.0,09/23/16 06:15:40 AM PDT,,,2016-09-23
2717,2405,Justin Green the Tulsa County Deputy has disclosed that Betty Shelbysimilarly used lethal force inwhen she was serving a warrant to asuspect The Tulsa County Sheriff has revealed that Betty Shelby worked forthem for four years until her joining the police service inIt is on recordthat during Police Fatal Killing Officer Betty Shelby Is Known For UsingExcessive Force I BM BM,0.0,https://blackmattersus.com/16388-police-fatal-killing-officer-betty-shelby-is-,0.0,0.0,09/28/16 02:04:20 AM PDT,,,2016-09-28
2718,2406,Justin Green the Tulsa County Deputy has disclosed that Betty Shelbysimilarly used lethal force inwhen she was serving a warrant to asuspect The Tulsa County Sheriff has revealed that Betty Shelby worked forthem for four years until her joining the police service inIt is on recordthat during Police Fatal Killing Officer Betty Shelby Is Known For UsingExcessive Force I BM BM,0.0,https://blackmattersus.com/16388-police-fatal-killing-officer-betty-shelby-is-,0.0,0.0,09/30/16 01:54:09 AM PDT,,,2016-09-30
2719,2407,Justin Green the Tulsa County Deputy has disclosed that Betty Shelbysimilarly used lethal force inwhen she was serving a warrant to asuspect The Tulsa County Sheriff has revealed that Betty Shelby worked forthem for four years until her joining the police service inIt is on recordthat during Police Fatal Killing Officer Betty Shelby Is Known For UsingExcessive Force I BM BM,0.0,https://blackmattersus.com/16388-police-fatal-killing-officer-betty-shelby-is-,0.0,0.0,09/30/16 01:55:00 AM PDT,,,2016-09-30
2720,2408,Free Wise BeautifulThats who we areClick if you agree Free Wise Beautiful,199.58,https://www.facebook.com/commerce/products/1297309743633428/,930.0,23.0,11/25/16 07:36:40 AM PST,,,2016-11-25
2721,2409,Police have already killedAfrican Americans in NovemberPlease like and shareClick if you agree that police brutality against Blacks must stop,300.0,https://www.facebook.com/blackmattersus.mvmnt/,3810.0,291.0,11/28/16 07:26:17 AM PST,,,2016-11-28
2722,2412,They just blame everybody for laziness and responses to cruelty We justprotect our freedom and act for everybodys rights,500.0,https://www.facebook.com/Born-Liberal-522628564598423/,1067.0,127.0,07/14/16 01:00:10 AM PDT,,,2016-07-14
2723,2413,Clear that every presidential candidate must take the position in favor of theworking men and women maintaining such fundamental DOMESTICquestions as the healthcare system pension reform and the protection oflabor rights,500.0,https://www.facebook.com/Bom-Liberal-522628564598423/,1003.0,144.0,07/14/16 01:00:40 AM PDT,,,2016-07-14
2724,2414,Ohhsay no more Fort Campbell says aboutsoldiers with thestAirborne Division are deploying to Iraq this summer And the soldiers from thend Brigade Combat Team will deploy as part of an increase in authorizedtroop levels in IraqObama still drafts our guys into the army and they go to the Middle East Buthis key campaign promise was to withdraw troops Its clear that we comethrough too many wars Libya Iraq Afghanistan Andmore our guys wasdeployed to Iraq Maybe enough We want peace,700.0,https://www.facebook.com/Born-Liberal-522628564598423/,1204.0,183.0,08/10/16 04:44:41 AM PDT,,,2016-08-10
2725,2415,New administrations budget proposal to Congress includestrillion inmandatory spending cuts overyears includingbillion from Medicaidandbillion from food stamps At the same time this proposal called ANew Foundation for American Greatness includes a boost in militaryspending andbillion for the construction of the border wall with MexicoTo be honest Im not sure that the wall and another pointless war instead ofaffordable health care and help for those in need is what we have to keep ourfocus on It seems like republicans are using every single possibility to getmore money for their wars and they dont mind it if average Americans live inpoverty or without affordable medicine Why additional billions to Military OurDepartment of Defense budget is already bigger than military budgets of thenext eight countries combined isnt it enough Here is what Senate MinorityLeader Chuck Schumer said Based on what we know about this budget thegood newsthe only good newsis that its likely to be roundly rejected bymembers of both parties here in the Senatejust as the last budget was,267.0,https://www.facebook.com/bornliberal/,1778.0,267.0,05/23/17 07:36:32 AM PDT,,,2017-05-23
2726,2416,UC Davis paidor more to scrub police pepper spray incident fromweb searchestoscrhtm I,407.81,https://www.facebook.com/Born-Liberal-522628564598423/,1459.0,116.0,06/07/16 06:09:36 AM PDT,,,2016-06-07
2727,2417,UC Davis paidor more to scrub police pepper spray incident fromweb searchestoscrhtm I,0.0,https://www.facebook.com/Born-Liberal-522628564598423/,0.0,0.0,07/14/16 12:59:58 AM PDT,,,2016-07-14
2728,2419,What future do you want for your children Government should focusadditional funds on existing public schools raising teacher salaries andreducing class size,500.0,https://www.facebook.com/Born-Liberal-522628564598423/,1920.0,187.0,07/21/16 09:38:22 AM PDT,,,2016-07-21
2729,2420,If you ask me about the Clinton Foundation do I have a problem when asitting secretary of state and a foundation run by her husband collects manymillions of dollars from foreign governments many governments which aredictatorships yeah I do Sanders said in an interview with Jake Tapper onCNNSo Bernie has the point I appreciate the way he maintains his independentopinion in spite of all the pressure that is on him as the second Democraticoption Because that is a fact The Clinton Foundation is nothing more thanan organized crime at its finest in which we are investing our taxpayersmoneyHillary has no problem in accepting foreign money from the countries likeSaudi Arabia Hillary has no remorse about taking money from countries thatabuse the rights of women while she has always had her own allegedfeminist stance She does not refrain from receiving money from the countriesthat prosecute torture and execute LGBT on the legal basis although Hillaryhas always been a defender of the minoritiesSo why are so many people going to vote for her Thats a secret for meWhats your opinion on that point,500.0,https://www.facebook.com/Bom-Liberal-522628564598423/,1938.0,222.0,06/08/16 01:01:26 AM PDT,,,2016-06-08
2730,2421,If you ask me about the Clinton Foundation do I have a problem when asitting secretary of state and a foundation run by her husband collects manymillions of dollars from foreign governments many governments which aredictatorships yeah I do Sanders said in an interview with Jake Tapper onCNNSo Bernie has the point I appreciate the way he maintains his independentopinion in spite of all the pressure that is on him as the second Democraticoption Because that is a fact The Clinton Foundation is nothing more thanan organized crime at its finest in which we are investing our taxpayersmoneyHillary has no problem in accepting foreign money from the countries likeSaudi Arabia Hillary has no remorse about taking money from countries thatabuse the rights of women while she has always had her own allegedfeminist stance She does not refrain from receiving money from the countriesthat prosecute torture and execute LGBT on the legal basis although Hillaryhas always been a defender of the minoritiesSo why are so many people going to vote for her Thats a secret for meWhats your opinion on that point,0.0,https://www.facebook.com/Bom-Liberal-522628564598423/,0.0,0.0,07/14/16 01:00:00 AM PDT,,,2016-07-14
2731,2424,Bernie for president,1000.0,https://www.facebook.com/Born-Liberal-522628564598423/,5493.0,1013.0,06/07/16 05:53:55 AM PDT,,,2016-06-07
2732,2426,The administration is requesting abillion increase in military spending forNot a small sum its roughly equal to the entire annual military budgetof France larger than the defense budgets of the United Kingdom Germanyand Japan and onlybillion less than the entire Russian military budget ofBut what about domestic and State Department spending Forexample such an increase for the Department of Defense meanscut inthe EPAs budget and acut in the State Department In other words itsa great number of opportunities squandered in favor of the interests of highpowerful warmongers in our government Environment diplomacy alternativeenergy housing or infrastructure repair Not today Today they wantthousands of peaceful people to die for their money interests And they useevery opportunity to start another war they are acting the same way in SyriaStart thinking,333.01,https://www.facebook.com/bornliberal/,1236.0,135.0,05/15/17 08:21:51 AM PDT,,,2017-05-15
2733,2427,New ideas old values Join,4212.23,https://www.facebook.com/Born-Liberal-522628564598423/,3412.0,289.0,02/22/17 07:30:32 AM PST,,,2017-02-22
2734,2428,New ideas old values Like us,418.66,https://www.facebook.com/bornliberal/,120.0,6.0,06/06/16 08:17:56 AM PDT,,,2016-06-06
2735,2429,New ideas old values Like us,10370.08,https://www.facebook.com/bornliberal/,9502.0,1079.0,06/07/16 05:38:34 AM PDT,,,2016-06-07
2736,2430,New ideas old values Like us,36629.8,https://www.facebook.com/bornliberal/,49920.0,4799.0,07/14/16 12:58:10 AM PDT,,,2016-07-14
2737,2431,New ideas old values Like us,8996.65,https://www.facebook.com/bornliberal/,33349.0,2710.0,10/11/16 07:11:08 AM PDT,,,2016-10-11
2738,2432,New ideas old values Join,0.0,https://www.facebook.com/Born-Liberal-522628564598423/,0.0,0.0,02/22/17 05:40:21 AM PST,,,2017-02-22
2739,2433,New ideas old values Join,2787.77,https://www.facebook.com/Born-Liberal-522628564598423/,2440.0,206.0,02/22/17 05:41:42 AM PST,,,2017-02-22
2740,2435,Thank you Sister Chittister Prolifers are NOT prolife they are bombasticreligionists who are more than prepared to watch children starve They AREprepared to murder the doctors that perform abortionsdo these doctors nothave LIFE If they wish to save one of these babies then assist the would bemothers set up a foundation to help support them to feed the children,500.0,https://www.facebook.com/Born-Liberal-522628564598423/,2602.0,399.0,08/10/16 04:45:30 AM PDT,,,2016-08-10
2741,2436,LGBT community is suffering from haters and especially hate religiousgroups These crazy thugs should be jailed for lifeCrystal Raquel Cashcannot speak but is alive after being shot nearlypoint blank in the face by a member of Christian hate groupThe attacker Gerald Duane Lewisand his wife reportedly are membersof the Israel United in Church which the Southern Poverty Law Center listedas a hate group last year According to the newspapers Lewis was wearing ashirt from the church when he opened fire shouting a homophobic slurThe government must pay more attention to assaults on sexual minoritiesbecause this is the threat to the countrys internal security,500.0,https://www.facebook.com/Born-Liberal-522628564598423/,1451.0,187.0,07/21/16 09:35:45 AM PDT,,,2016-07-21
2742,2439,So lets do this Since no one knew what he looked like and the bible forbadeidolatry how about we all stop trying to draw Jesus,302.97,https://www.facebook.com/Black-Edification-1772583676310336/,2395.0,269.0,06/28/16 11:05:51 AM PDT,Alabama Arizona California Florida Georgia Mississippi New Mexico York Oklahoma Texas Washington Baltimore,Alabama Arizona California Florida Georgia Mississippi New Mexico Oklahoma Texas Washington,2016-06-28
2743,2441,The Original Statue of Liberty presented to the US was a Statue of aBlackWomanUrban Intellectuals,138.16,https://www.facebook.com/Black-Edification-1772583676310336/,658.0,145.0,06/28/16 11:59:55 AM PDT,Alabama Arizona California Florida Georgia Mississippi New Mexico York Oklahoma Texas Washington Baltimore,Alabama Arizona California Florida Georgia Mississippi New Mexico Oklahoma Texas Washington,2016-06-28
2744,2444,Darkness cannot drive out darkness only light can do that Hate cannot driveout hate only love can do thatMartin Luther King Jr,500.0,https://www.facebook.com/Black-Edification-1772583676310336/,15771.0,4020.0,07/17/16 12:48:23 AM PDT,Alabama Arizona California Florida Georgia Mississippi New Mexico York Oklahoma Texas Washington Baltimore,Alabama Arizona California Florida Georgia Mississippi New Mexico Oklahoma Texas Washington,2016-07-17
2745,2445,If you also think that there should only be peace come with us on Juneandlets make it happenStop war Stop killing the innocent Some believed Trump would withdraw theUS from useless and bloody military campaigns But what we see is only theenhancement of hostility We dont need wars no more We want peace Itstime for politicians to take care of the US residents instead of fating them aswell as other nationals to death Were organizing a peaceful gathering todraw public attention to the abovementioned terrible problem Our Presidentand Congress must listen to those who granted them powerus the peopleIf you also think that there should only be peace come with us and lets makeit happenStop war Stop killing the innocent Make peace not war Make peace notwar,0.0,https://www.facebook.com/events/147549059117757/,0.0,0.0,05/12/17 11:25:04 AM PDT,Washington Columbia,Washington Columbia,2017-05-12
